ric,ticker,isin,exchange_name,tracking_status,price_ingest_enabled,pit_fundamentals_enabled,pit_classification_enabled,allow_cuse_native_core,allow_cuse_fundamental_projection,allow_cuse_returns_projection,allow_cpar_core_target,allow_cpar_extended_target
SKYW.OQ,SKYW,US8308791024,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SKYX.OQ,SKYX,US78471E1055,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SLAB.OQ,SLAB,US8269191024,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLB.II,SLB,,,active,1,1,1,1,0,0,1,1
SLB.N,SLB,AN8068571086,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SLCAN.BCU,SLCAN,US90346E1038,BATS Europe,active,1,1,1,1,0,0,1,1
SLDB.OQ,SLDB,US83422E2046,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLDE.OQ,SLDE,US8313491057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLDP.OQ,SLDP,US83422N1054,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLFI.OQ,SLFI,,,active,1,1,1,1,0,0,1,1
SLG.N,SLG,US78440X8873,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SLGN.N,SLGN,US8270481091,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SLH.N,SLH,,,active,1,1,1,1,0,0,1,1
SLM.II,SLM,US78490FBE88,,active,1,1,1,1,0,0,1,1
SLM.OQ,SLM,US78442P1066,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLND.A,SLND,US84445C1009,American Stock Exchange,active,1,1,1,1,0,0,1,1
SLNO.OQ,SLNO,US8342033094,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SLP.OQ,SLP,US8292141053,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLQT.N,SLQT,US8163073005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SLRC.OQ,SLRC,US83413U1007,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SLS.OQ,SLS,US81642T2096,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SLSN.OQ,SLSN,US6300791018,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SLVM.N,SLVM,US8713321029,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SLXP.O,SLXP,,,active,1,1,1,1,0,0,1,1
SM.N,SM,US78454L1008,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMA.N,SMA,US83192D4025,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMBC.OQ,SMBC,US8433801060,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SMBI.OQ,SMBI,,,active,1,1,1,1,0,0,1,1
SMBK.N,SMBK,US83190L2088,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMC.N,SMC,US86614G1013,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMCI.OQ,SMCI,US86800U3023,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SMDI.O,SMDI,,,active,1,1,1,1,0,0,1,1
SMG.N,SMG,US8101861065,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMHG.O,SMHG,,,active,1,1,1,1,0,0,1,1
SMHI.N,SMHI,US78413P1012,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMID.OQ,SMID,US8321561032,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SMMT.OQ,SMMT,US86627T1088,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SMMXDE.INS,SMMXDE,,,active,1,1,1,1,0,0,1,1
SMP.N,SMP,US8536661056,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMPL.OQ,SMPL,US82900L1026,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SMR.N,SMR,US67079K1007,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SMRT.OQ,SMRT,,,active,1,1,1,1,0,0,1,1
SMSI.OQ,SMSI,US8321544053,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SMTC.OQ,SMTC,US8168501018,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SMTI.OQ,SMTI,US79957L1008,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SMTL.O,SMTL,,,active,1,1,1,1,0,0,1,1
SN.N,SN,KYG8068L1086,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SNA.II,SNA,,,active,1,1,1,1,0,0,1,1
SNA.N,SNA,US8330341012,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SNBC.OQ,SNBC,,,active,1,1,1,1,0,0,1,1
SNBR.OQ,SNBR,US83125X1037,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SNC.OQ,SNC,,,active,1,1,1,1,0,0,1,1
SNCI.O,SNCI,,,active,1,1,1,1,0,0,1,1
SNCY.OQ,SNCY,US8666831057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SND.OQ,SND,US83191H1077,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SNDA.N,SNDA,US1404752032,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SNDK.OQ,SNDK,US80004C2008,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SNDK.O^E16,SNDK,,,active,1,1,1,1,0,0,1,1
SNDR.N,SNDR,US80689H1023,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SNDX.OQ,SNDX,US87164F1057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SNEX.OQ,SNEX,US8618961085,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SNFCA.OQ,SNFCA,US8147853092,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SNI.O^C18,SNI,US8110651010,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
SNIC.OQ,SNIC,,,active,1,1,1,1,0,0,1,1
SNMX.O,SNMX,,,active,1,1,1,1,0,0,1,1
SNMX.OQ,SNMX,,,active,1,1,1,1,0,0,1,1
SNNAQ.PK,SNNAQ,US82622H1086,USA Pink Sheets,active,1,1,1,1,0,0,1,1
SNOW.N,SNOW,US8334451098,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SNPS.OQ,SNPS,US8716071076,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SNS.B,SNS,,,active,1,1,1,1,0,0,1,1
SNSE.OQ,SNSE,US81728A2078,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SNWL.O,SNWL,,,active,1,1,1,1,0,0,1,1
SNWV.OQ,SNWV,US80303D3052,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SNX.N,SNX,US87162W1009,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SO.N,SO,US8425871071,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SOC.N,SOC,US78574H1041,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SOHUF.INS,SOHUF,,,active,1,1,1,1,0,0,1,1
SOLV.N,SOLV,US83444M1018,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SON.N,SON,US8354951027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SONC.P,SONC,,NYSE Arca when trading NASDAQ Global Market,active,1,1,1,1,0,0,1,1
SONM.OQ,SONM,US83548F4081,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SONO.OQ,SONO,US83570H1086,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SONSDE.INS,SONSDE,,,active,1,1,1,1,0,0,1,1
SORC.OQ,SORC,,,active,1,1,1,1,0,0,1,1
SOUN.OQ,SOUN,US8361001071,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SOV.II,SOV,,,active,1,1,1,1,0,0,1,1
SOY.TO,SOY,CA8676EP1086,The Toronto Stock Exchange,active,1,1,1,1,0,0,1,1
SPB.N,SPB,US84790A1051,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPC.B,CUSD,US89834G7786,Boston SE when trading NASDAQ Global Market,active,1,1,1,1,0,0,1,1
SPFI.OQ,SPFI,US83946P1075,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SPG.II,SPG,,,active,1,1,1,1,0,0,1,1
SPG.N,SPG,US8288061091,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPGI.N,SPGI,US78409V1044,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPHR.N,SPHR,US55826T1025,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPIR.N,SPIR,US8485603067,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPLK.MX,SPLK*,US8486371045,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
SPLS.O^I17,SPLS,US8550301027,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
SPNC.O,SPNC,,,active,1,1,1,1,0,0,1,1
SPNC.OQ,SPNC,,,active,1,1,1,1,0,0,1,1
SPNT.N,SPNT,BMG8192H1060,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPOK.OQ,SPOK,US84863T1060,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SPOT.N,SPOT,LU1778762911,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPPIN.BCU,SPPIN,US84763A1088,BATS Europe,active,1,1,1,1,0,0,1,1
SPRO.OQ,SPRO,US84833T1034,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SPRY.OQ,SPRY,US82835W1080,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SPSC.OQ,SPSC,US78463M1071,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SPSN.OQ,SPSN,,,active,1,1,1,1,0,0,1,1
SPSS.OQ,SPSS,,,active,1,1,1,1,0,0,1,1
SPSX.OQ,SPSX,,,active,1,1,1,1,0,0,1,1
SPT.OQ,SPT,US85209W1099,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SPWH.OQ,SPWH,US84920Y1064,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SPWR.OQ,SPWR,US20460L1044,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SPWRN.BCU,SPWRN,US8676524064,BATS Europe,active,1,1,1,1,0,0,1,1
SPXC.N,SPXC,US78473E1038,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SPY.P,SPY,,NYSE ARCA,active,1,0,0,0,0,1,0,1
SQAA.C,SQAA,,,active,1,1,1,1,0,0,1,1
SQI.OQ,SQI,,,active,1,1,1,1,0,0,1,1
SQNM.OQ,SQNM,,,active,1,1,1,1,0,0,1,1
SQZB.PK,SQZB,US78472W1045,USA Pink Sheets,active,1,1,1,1,0,0,1,1
SR.N,SR,US84857L1017,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SRBK.OQ,SRBK,US85227J1060,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SRCE.OQ,SRCE,US3369011032,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SRE.II,SRE,,,active,1,1,1,1,0,0,1,1
SRE.N,SRE,US8168511090,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SRG.N,SRG,US81752R1005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SRI.N,SRI,US86183P1021,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SRNE.PK,SRNE,US83587F2020,USA Pink Sheets,active,1,1,1,1,0,0,1,1
SRPT.OQ,SRPT,US8036071004,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SRR.B,SRR,,,active,1,1,1,1,0,0,1,1
SRRK.OQ,SRRK,US80706P1030,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SRRR.OQ,SRRR,,,active,1,1,1,1,0,0,1,1
SRTA.OQ,SRTA,US0926671043,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SRVY.O,SRVY,,,active,1,1,1,1,0,0,1,1
SRX.C,SRX,,,active,1,1,1,1,0,0,1,1
SRX^G11,SRX,US78464R1059,New York Consolidated,active,1,1,1,1,0,0,1,1
SRZ.B,SRZ,,,active,1,1,1,1,0,0,1,1
SSB.N,SSB,US84472E1029,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SSD.N,SSD,US8290731053,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SSE.N,SSE,,,active,1,1,1,1,0,0,1,1
SSI.N,SSI,,,active,1,1,1,1,0,0,1,1
SSI.PH,SSI,,,active,1,1,1,1,0,0,1,1
SSNC.OQ,SSNC,US78467J1007,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SSP.OQ,SSP,US8110544025,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SSRM.OQ,SSRM,CA7847301032,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SSTI.OQ,SSTI,US82536T1079,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SSTIDE.INS,SSTIDE,,,active,1,1,1,1,0,0,1,1
SSTK.N,SSTK,US8256901005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SSYS.OQ,SSYS,IL0011267213,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ST.N,ST,GB00BFMBMT84,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ST4TG.TBEA,ST4TG,US85917W1027,Tradeweb APA/SINT/XOFF/Others (EU),active,1,1,1,1,0,0,1,1
STAA.OQ,STAA,US8523123052,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
STAG.N,STAG,US85254J1025,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STBA.OQ,STBA,US7838591011,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STC.N,STC,US8603721015,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STE.N,STE,IE00BFY8C754,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STEDE.INS,STEDE,,,active,1,1,1,1,0,0,1,1
STEL.N,STEL,US8589271068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STEL.OQ,STEL,,,active,1,1,1,1,0,0,1,1
STEM.N,STEM,US85859N3008,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STEP.O,STEP,US85914M1071,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
STGW.OQ,STGW,US85256A1097,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STI.II,STI,,,active,1,1,1,1,0,0,1,1
STIM.OQ,STIM,US64131A1051,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
STJ.II,STJ,,,active,1,1,1,1,0,0,1,1
STJ^A17,STJ^A17,US7908491035,New York Consolidated,active,1,1,1,1,0,0,1,1
STKS.OQ,STKS,US88338K1034,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
STLD.OQ,STLD,US8581191009,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STML.OQ,STML,,,active,1,1,1,1,0,0,1,1
STNE.OQ,STNE,KYG851581069,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STNG.N,STNG,MHY7542C1306,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STNR.OQ,STNR,,,active,1,1,1,1,0,0,1,1
STOK.OQ,STOK,US86150R1077,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STR.II,STR,,,active,1,1,1,1,0,0,1,1
STR.N,STR,US82983N1081,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STRA.OQ,STRA,US86272C1036,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STRI.N,STRI,,,active,1,1,1,1,0,0,1,1
STRL.OQ,STRL,US8592411016,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STRO.OQ,STRO,US8693672011,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
STRP.A,STRP,,,active,1,1,1,1,0,0,1,1
STRS.OQ,STRS,US8631672016,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STRT.OQ,STRT,US8631111007,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
STRW.A,STRW,US8631821019,American Stock Exchange,active,1,1,1,1,0,0,1,1
STS.A,STS,,,active,1,1,1,1,0,0,1,1
STSA.OQ,STSA,,,active,1,1,1,1,0,0,1,1
STST.OQ,STST,,,active,1,1,1,1,0,0,1,1
STT.II,STT,,,active,1,1,1,1,0,0,1,1
STT.N,STT,US8574771031,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STTK.OQ,STTK,US82024L1035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STWD.N,STWD,US85571B1052,New York Stock Exchange,active,1,1,1,1,0,0,1,1
STX.OQ,STX,IE00BKVD2N49,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
STXS.A,STXS,US85916J4094,American Stock Exchange,active,1,1,1,1,0,0,1,1
STZ.II,STZ,,,active,1,1,1,1,0,0,1,1
STZ.N,STZ,US21036P1084,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SU6F.TRE,SU6F,US8688731004,London Stock Exchange,active,1,1,1,1,0,0,1,1
SUF.II,SUF,,,active,1,1,1,1,0,0,1,1
SUG^C12,SUG,US8440301062,New York Consolidated,active,1,1,1,1,0,0,1,1
SUI.N,SUI,US8666741041,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SUM.CN,SUM,US86614U1007,Bolsa de Valores de Colombia,active,1,1,1,1,0,0,1,1
SUN.II,SUN,,,active,1,1,1,1,0,0,1,1
SUN.N,SUN,US86765K1097,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SUNE.N^D16,SUNE,US86732Y1091,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SUNS.OQ,SUNS,US8679811021,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
SUNW.OQ,SUNW,,,active,1,1,1,1,0,0,1,1
SUPG.O,SUPG,,,active,1,1,1,1,0,0,1,1
SUPN.OQ,SUPN,US8684591089,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SUR.C,SUR,,,active,1,1,1,1,0,0,1,1
SURFN.BCU,SURFN,US86877M2098,BATS Europe,active,1,1,1,1,0,0,1,1
SURW.O,SURW,,,active,1,1,1,1,0,0,1,1
SUUF.TRE,SUUF,US8679141031,,active,1,1,1,1,0,0,1,1
SV4F.TPRM,SV4F,US78486Q1013,TPICAP,active,1,1,1,1,0,0,1,1
SV7SG.ICEM,SV7SG,US78781P1057,TPICAP,active,1,1,1,1,0,0,1,1
SVC.OQ,SVC,US81761L1026,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SVCO.OQ,SVCO,US82728C1027,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SVN.B,SVN,,,active,1,1,1,1,0,0,1,1
SVR.C,SVR,CA46434E1161,,active,1,1,1,1,0,0,1,1
SVRA.OQ,SVRA,US8051111016,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SVU.II,SVU,,,active,1,1,1,1,0,0,1,1
SVV.N,SVV,US80517M1099,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SWBI.OQ,SWBI,US8317541063,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SWC.N,SWC,,,active,1,1,1,1,0,0,1,1
SWCDE.INS,SWCDE,,,active,1,1,1,1,0,0,1,1
SWFT.N,SWFT,,,active,1,1,1,1,0,0,1,1
SWIM.OQ,SWIM,US51819L1070,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SWI^B16,SWI,US83416B1098,New York Consolidated,active,1,1,1,1,0,0,1,1
SWK.II,SWK,,,active,1,1,1,1,0,0,1,1
SWK.N,SWK,US8545021011,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SWKH.OQ,SWKH,US78501P2039,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SWKS.OQ,SWKS,US83088M1027,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SWNN.BCU,SWNN,US8454671095,BATS Europe,active,1,1,1,1,0,0,1,1
SWS.C,SWS,,,active,1,1,1,1,0,0,1,1
SWSI.OQ,SWSI,,,active,1,1,1,1,0,0,1,1
SWX.N,SWX,US8448951025,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SWY.II,SWY,,,active,1,1,1,1,0,0,1,1
SWY.N,SWY,,,active,1,1,1,1,0,0,1,1
SXC.N,SXC,US86722A1034,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SXE.PH,SXE,,,active,1,1,1,1,0,0,1,1
SXI.N,SXI,US8542311076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SXT.N,SXT,US81725T1007,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SY9F.TPRM,SY9F,US8589121081,TPICAP,active,1,1,1,1,0,0,1,1
SYA.N,SYA,,,active,1,1,1,1,0,0,1,1
SYBSDE.INS,SYBSDE,,,active,1,1,1,1,0,0,1,1
SYBT.OQ,SYBT,US8610251048,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SYK.II,SYK,,,active,1,1,1,1,0,0,1,1
SYK.N,SYK,US8636671013,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SYM.B,SYM,US87151X1019,Boston SE when trading NASDAQ Global Market,active,1,1,1,1,0,0,1,1
SYMM.O,SYMM,,,active,1,1,1,1,0,0,1,1
SYNA.OQ,SYNA,US87157D1090,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SYNHN.BCU,SYNHN,US87166B1026,BATS Europe,active,1,1,1,1,0,0,1,1
SYPR.OQ,SYPR,US8716551069,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
SYRE.OQ,SYRE,US00773J2024,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
SYUT.OQ,SYUT,,,active,1,1,1,1,0,0,1,1
SYY.N,SYY,US8718291078,New York Stock Exchange,active,1,1,1,1,0,0,1,1
SZMK.OQ,SZMK,,,active,1,1,1,1,0,0,1,1
T.N,T,US00206R1023,New York Stock Exchange,active,1,1,1,1,0,0,1,1
T4HF.TRE,T4HF,US89469A1043,London Stock Exchange,active,1,1,1,1,0,0,1,1
TALK.OQ,TALK,US87427V1035,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
TALO.N,TALO,US87484T1088,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TAP.II,TAP,,,active,1,1,1,1,0,0,1,1
TAP.N,TAP,US60871R2094,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TARA.OQ,TARA,US74365U1079,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
TARR.OQ,TARR,,,active,1,1,1,1,0,0,1,1
TARS.OQ,TARS,US87650L1035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TASRDE.INS,TASRDE,,,active,1,1,1,1,0,0,1,1
TAYC.OQ,TAYC,,,active,1,1,1,1,0,0,1,1
TBBK.OQ,TBBK,US05969A1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TBCH.OQ,TBCH,US9004502061,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
TBHC.O,TBHC,US4974981056,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
TBI.N,TBI,US89785X1019,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TBL^I11,TBL,US8871001058,New York Consolidated,active,1,1,1,1,0,0,1,1
TBPH.OQ,TBPH,KYG8807B1068,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
TBRA.OQ,TBRA,,,active,1,1,1,1,0,0,1,1
TBRG.OQ,TBRG,US2053061030,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TBV.PH,TBV,,,active,1,1,1,1,0,0,1,1
TCBI.OQ,TCBI,US88224Q1076,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TCBK.OQ,TCBK,US8960951064,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TCBX.N,TCBX,US88422P1093,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TCI.N,TCI,US8936172092,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TCMD.OQ,TCMD,US87357P1003,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
TCOM.OQ,TCOM,US89677Q1076,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TCO^L20,TCO^L20,US8766641034,New York Consolidated,active,1,1,1,1,0,0,1,1
TCPC.OQ,TCPC,US09259E1082,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TCX.OQ,TCX,US8986972060,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
TDAY.N,TDAY,US36472T1097,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TDC.N,TDC,US88076W1036,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TDG.N,TDG,US8936411003,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TDOC.N,TDOC,US87918A1051,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TDS.N,TDS,US8794338298,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TDUP.OQ,TDUP,US88556E1029,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TDW.N,TDW,US88642R1095,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TDY.N,TDY,US8793601050,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TE.II,TE,,,active,1,1,1,1,0,0,1,1
TE.N,TE,US35834F1049,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TEAM.OQ,TEAM,US0494681010,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TECD.O^G20,TECD,US8782371061,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
TECH.OQ,TECH,US09073M1045,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TECX.OQ,TECX,US8789721086,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
TEG.II,TEG,,,active,1,1,1,1,0,0,1,1
TEG.N,TEG,,,active,1,1,1,1,0,0,1,1
TEL.N,TEL,IE000IVNQZ81,New York Stock Exchange,active,1,1,1,1,0,0,1,1
TELK.O,TELK,,,active,1,1,1,1,0,0,1,1
TENB.OQ,TENB,US88025T1025,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
TER.II,TER,,,active,1,1,1,1,0,0,1,1
TER.O,TER,US8807701029,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
TERN.OQ,TERN,US8808811074,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
